UnixTime,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion
1680003145.40801,876.666666666667,563.5,594.147521972656,9.96107349615356,-635.47570199232,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.41656,873,562.333333333333,596.925476074219,7.16031616985187,-327.876906884922,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.42469,870.166666666667,561,594.279907226563,7.12949760079172,-3.78955660130991,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.43301,870.5,556,594.360168457031,6.05530939962232,-129.157282301025,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.44134,869.666666666667,555.166666666667,591.640441894531,4.52512373146383,-183.603185447731,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.44977,869.833333333333,551.666666666667,594.418487548828,5.54209207291245,120.664009853777,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.45806,868.166666666667,550,594.434783935547,7.86906919931136,280.764614671682,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.46636,865.666666666667,545.333333333333,591.635559082031,9.67419622074642,217.487803640414,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.47468,860.666666666667,544.5,594.379302978516,18.1325137386128,1015.6237263594,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.48308,849.166666666667,539.166666666667,594.356140136719,13.0864415387145,-601.245391816495,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.49133,848.333333333333,541.666666666667,594.347198486328,7.2575582266711,-706.454242815138,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.49967,847.666666666667,546,594.227996826172,15.9166999316074,1037.39567568423,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.508,852.5,556.5,594.18115234375,,,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.51632,,,,,,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.52485,838.5,535.5,593.968292236328,,,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.53309,853.833333333333,539.5,593.864959716797,26.5717893133816,,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.54133,862.333333333333,544.333333333333,596.001220703125,11.9833508092167,-1770.3771105621,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.54966,863.166666666667,546.333333333333,593.682708740234,10.2580162151752,-207.078253683657,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.55799,866.833333333334,553.166666666667,593.623443603516,11.2535711071666,119.528741984798,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.56639,866.166666666667,556.833333333333,593.596923828125,12.2055182031584,113.294665332739,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.5748,858.5,561.666666666667,593.499053955078,18.7063807633071,773.102292853755,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.5831,848.833333333333,562.166666666667,593.514923095703,11.2462783708422,-898.66676212941,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.5914,847.666666666667,561.5,591.83251953125,6.34799704211026,-589.983779236361,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.59966,854.833333333333,563.166666666667,593.512512207031,19.1193701730814,1546.2834020596,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.60799,865.166666666667,567.166666666667,593.567413330078,18.2282213038873,-107.048766825717,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.61632,869.666666666667,572.666666666667,591.900695800781,8.06497794485072,-1219.38922325178,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.62467,870.5,572.833333333333,593.605072021484,5.07343236278795,-358.298969022885,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.63299,870.5,577.5,593.651489257813,8.49443104489264,411.192552869056,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
1680003145.64133,862.333333333333,573.666666666667,595.553527832031,14.5500621527495,726.521710340235,2,861.42570385511,555.929550027476,387.23005,728.83025,341.6002,0.225821942602668
